"","card","rankCategory","trump","numSuitInHand","tricksToWin0","tricksToWin1","tricksToWin2","tricksToWin3","tricksLeft"
"2804","AS","veryhigh",FALSE,2,2,0,1,3,5
"2805","3H","low",FALSE,2,1,0,1,3,4
"2806","AH","veryhigh",FALSE,5,3,4,1,3,10
"2807","8H","mediumhigh",FALSE,4,2,4,1,3,9
"2808","QC","high",FALSE,3,1,3,1,3,7
"2809","TS","high",TRUE,1,0,3,1,3,6
"2810","3D","low",FALSE,3,1,3,3,5,10
"2811","8D","mediumhigh",FALSE,2,0,3,2,5,8
"2812","2D","low",FALSE,2,1,3,5,2,10
"2813","JD","high",TRUE,2,1,4,2,4,10
"2814","6C","mediumlow",FALSE,1,0,2,1,2,4
"2815","6C","mediumlow",FALSE,2,3,1,3,2,10
"2816","2H","low",TRUE,3,2,-1,1,0,3
"2817","TS","high",FALSE,4,3,2,1,3,10
"2818","7C","mediumlow",TRUE,4,2,2,1,3,9
"2819","2C","low",TRUE,2,1,-1,0,3,4
"2820","2C","low",FALSE,3,2,1,3,5,10
"2821","TS","high",TRUE,2,1,0,-1,4,3
"2822","KD","veryhigh",FALSE,3,5,0,1,6,10
"2823","TD","high",FALSE,2,4,0,1,6,9
"2824","7S","mediumlow",FALSE,2,3,0,1,5,7
"2825","4D","low",FALSE,1,2,-1,1,5,5
"2826","4C","low",TRUE,2,1,-1,1,4,3
"2827","8C","mediumhigh",FALSE,1,3,5,1,2,10
"2828","KS","veryhigh",FALSE,4,2,3,1,1,6
"2829","QS","high",FALSE,3,1,3,1,1,5
"2830","4D","low",FALSE,1,2,3,2,4,10
"2831","TH","high",FALSE,4,1,6,2,0,10
"2832","7H","mediumlow",FALSE,3,0,6,2,0,9
"2833","5C","low",FALSE,3,2,2,5,2,10
"2834","6H","mediumlow",FALSE,1,1,1,3,1,5
"2835","AS","veryhigh",FALSE,3,3,2,5,1,10
"2836","TD","high",FALSE,4,2,2,5,1,9
"2837","6D","mediumlow",FALSE,3,1,2,4,1,7
"2838","9C","mediumhigh",TRUE,1,0,2,3,1,5
"2839","5D","low",FALSE,2,-1,2,3,1,4
"2840","7D","mediumlow",FALSE,4,3,3,1,2,10
"2841","4D","low",FALSE,3,2,2,1,2,8
"2842","AS","veryhigh",FALSE,1,1,-1,1,1,3
"2843","JD","high",FALSE,2,0,-1,1,1,2
"2844","KH","veryhigh",FALSE,6,2,2,5,2,10
"2845","2D","low",FALSE,2,1,2,5,2,9
"2846","TC","high",FALSE,3,2,2,4,1,10
"2847","6S","mediumlow",FALSE,3,1,2,4,1,9
"2848","7H","mediumlow",FALSE,1,0,2,4,0,7
"2849","AC","veryhigh",FALSE,1,-1,2,2,-2,2
"2850","TC","high",FALSE,3,2,3,3,0,10
"2851","9D","mediumhigh",FALSE,1,1,1,1,-1,4
"2852","2H","low",TRUE,1,0,0,1,-1,2
"2853","AS","veryhigh",FALSE,3,1,2,4,5,10
"2854","2S","low",FALSE,2,0,2,4,5,9
"2855","TS","high",FALSE,1,-1,1,4,4,6
"2856","2H","low",FALSE,2,1,4,4,3,10
"2857","JC","high",FALSE,2,0,4,3,2,7
"2858","TC","high",FALSE,1,-1,3,3,0,3
"2859","KD","veryhigh",FALSE,2,5,1,2,1,10
"2860","6S","mediumlow",FALSE,2,4,1,2,1,9
"2861","9C","mediumhigh",TRUE,3,3,1,1,1,7
"2862","TH","high",FALSE,2,2,1,0,0,4
"2863","7D","mediumlow",FALSE,1,1,1,0,0,3
"2864","7D","mediumlow",FALSE,3,0,4,4,1,10
"2865","QC","high",FALSE,1,-1,4,1,-2,3
"2866","2D","low",FALSE,1,-2,4,1,-2,2
"2867","6D","mediumlow",FALSE,3,1,4,2,2,10
"2868","6C","mediumlow",FALSE,4,0,3,1,2,7
"2869","QD","high",FALSE,1,-1,3,1,1,5
"2870","7D","mediumlow",TRUE,4,3,5,1,0,10
"2871","9H","mediumhigh",FALSE,2,2,4,1,0,8
"2872","6H","mediumlow",FALSE,1,1,4,1,0,7
"2873","5D","low",TRUE,1,0,2,0,0,3
"2874","AH","veryhigh",FALSE,2,6,0,1,2,10
"2875","AD","veryhigh",TRUE,6,5,0,1,2,9
"2876","8D","mediumhigh",TRUE,5,4,0,1,2,8
"2877","2C","low",FALSE,1,3,0,1,2,7
"2878","2H","low",FALSE,1,2,-1,1,2,5
"2879","TD","high",TRUE,3,1,-1,0,2,3
"2880","7D","mediumlow",TRUE,2,0,-1,0,2,2
"2881","TD","high",FALSE,3,4,2,2,3,10
"2882","JH","high",FALSE,4,3,1,2,3,8
"2883","AH","veryhigh",FALSE,3,2,1,2,3,7
"2884","4C","low",TRUE,2,1,1,2,3,6
"2885","3H","low",FALSE,2,0,0,2,2,3
"2886","4S","low",FALSE,3,1,3,5,2,10
"2887","5C","low",TRUE,3,1,4,1,3,10
"2888","8S","mediumhigh",FALSE,3,0,2,1,3,7
"2889","4H","low",FALSE,3,1,5,1,4,10
"2890","4C","low",TRUE,2,0,3,1,3,6
"2891","AH","veryhigh",FALSE,5,3,1,5,2,10
"2892","QH","high",FALSE,4,2,1,5,2,9
"2893","4S","low",TRUE,2,1,1,5,2,8
"2894","8D","mediumhigh",FALSE,2,0,0,4,0,3
"2895","KD","veryhigh",FALSE,2,1,4,1,6,10
"2896","3S","low",FALSE,5,0,4,1,6,9
"2897","5C","low",FALSE,4,1,2,2,6,10
"2898","9D","mediumhigh",FALSE,3,0,2,2,5,8
"2899","TC","high",FALSE,3,-1,2,2,4,6
"2900","7C","mediumlow",FALSE,2,-2,2,2,4,5
"2901","3C","low",FALSE,5,2,1,3,3,10
"2902","9C","mediumhigh",FALSE,4,1,1,3,2,8
"2903","6S","mediumlow",FALSE,3,0,1,3,1,6
"2904","JH","high",TRUE,2,1,3,1,7,10
"2905","7D","mediumlow",FALSE,2,0,2,1,6,7
"2906","6H","mediumlow",FALSE,4,2,6,0,0,10
"2907","AD","veryhigh",FALSE,2,1,5,0,0,8
"2908","6C","mediumlow",FALSE,2,0,5,0,0,7
"2909","9H","mediumhigh",FALSE,3,-1,4,0,0,5
"2910","4C","low",FALSE,4,1,4,3,3,10
"2911","5C","low",FALSE,3,0,4,1,-1,3
"2912","6C","mediumlow",FALSE,2,2,3,3,3,10
"2913","2D","low",FALSE,1,1,3,3,3,9
"2914","6S","mediumlow",FALSE,1,0,2,3,1,5
"2915","5H","low",TRUE,3,-1,2,3,0,3
"2916","AC","veryhigh",TRUE,4,4,3,0,5,10
"2917","9S","mediumhigh",FALSE,3,3,3,0,5,9
"2918","2C","low",TRUE,3,2,3,0,4,7
"2919","4S","low",FALSE,1,1,2,0,2,3
"2920","KH","veryhigh",FALSE,4,2,1,2,4,10
"2921","3C","low",FALSE,3,1,1,2,4,9
"2922","4D","low",TRUE,1,0,1,2,0,4
"2923","6H","mediumlow",FALSE,3,1,4,2,4,10
"2924","6S","mediumlow",FALSE,3,0,3,2,3,7
"2925","QS","high",TRUE,1,2,2,6,1,10
"2926","TC","high",FALSE,2,1,2,5,1,8
"2927","AS","veryhigh",FALSE,4,2,2,4,4,10
"2928","AD","veryhigh",FALSE,3,1,2,4,4,9
"2929","7H","mediumlow",FALSE,3,0,2,4,4,8
"2930","KS","veryhigh",FALSE,2,2,3,2,4,10
"2931","2D","low",FALSE,5,1,3,0,3,6
"2932","3D","low",FALSE,3,0,2,0,2,3
"2933","KC","veryhigh",TRUE,3,4,2,4,1,10
"2934","5D","low",FALSE,3,3,2,4,1,9
"2935","2H","low",FALSE,1,2,2,4,0,7
"2936","6C","mediumlow",TRUE,2,1,2,3,0,5
"2937","KD","veryhigh",FALSE,5,1,1,5,2,10
"2938","2D","low",FALSE,4,0,1,5,2,9
"2939","8D","mediumhigh",FALSE,3,-1,1,3,1,5
"2940","AS","veryhigh",TRUE,3,3,1,3,5,10
"2941","TH","high",FALSE,3,2,1,3,5,9
"2942","8C","mediumhigh",FALSE,3,1,1,3,2,5
"2943","JS","high",TRUE,1,0,1,2,1,2
"2944","AH","veryhigh",FALSE,3,4,1,1,5,10
"2945","AD","veryhigh",FALSE,3,3,1,1,5,9
"2946","KD","veryhigh",FALSE,2,2,1,1,5,8
"2947","9D","mediumhigh",FALSE,1,1,0,1,4,5
"2948","2S","low",TRUE,3,3,1,2,6,10
"2949","AC","veryhigh",FALSE,2,2,1,2,4,7
"2950","AS","veryhigh",TRUE,1,1,1,2,4,6
"2951","2C","low",FALSE,1,0,1,2,4,5
"2952","JS","high",FALSE,4,4,2,2,1,10
"2953","8H","mediumhigh",FALSE,1,3,2,2,1,9
"2954","5C","low",TRUE,3,2,1,1,1,6
"2955","AC","veryhigh",TRUE,1,1,0,1,1,4
"2956","8S","mediumhigh",FALSE,3,0,0,1,1,3
"2957","9S","mediumhigh",FALSE,2,-1,0,1,1,2
"2958","AS","veryhigh",TRUE,3,3,0,3,5,10
"2959","4H","low",FALSE,4,2,0,3,5,9
"2960","6C","mediumlow",FALSE,1,1,0,3,4,7
"2961","7S","mediumlow",TRUE,1,0,0,3,4,6
"2962","JH","high",FALSE,3,-1,0,3,4,5
"2963","7S","mediumlow",TRUE,2,1,2,3,6,10
"2964","5C","low",FALSE,3,0,2,3,5,8
"2965","AS","veryhigh",FALSE,4,2,3,2,4,10
"2966","JD","high",FALSE,4,1,3,2,4,9
"2967","9S","mediumhigh",FALSE,3,0,3,2,4,8
"2968","4S","low",FALSE,2,1,1,6,1,10
"2969","2C","low",FALSE,2,0,1,3,-1,4
"2970","3S","low",FALSE,3,2,3,5,1,10
"2971","7S","mediumlow",FALSE,1,1,1,4,-3,2
"2972","9D","mediumhigh",FALSE,2,1,4,6,1,10
"2973","8C","mediumhigh",TRUE,2,0,3,5,1,7
"2974","8D","mediumhigh",FALSE,3,3,3,3,2,10
"2975","5H","low",FALSE,2,2,2,2,2,7
"2976","3C","low",TRUE,2,1,1,2,2,5
"2977","4D","low",FALSE,2,0,1,2,1,3
"2978","TS","high",FALSE,3,2,4,3,2,10
"2979","KD","veryhigh",FALSE,2,1,2,1,1,4
"2980","8H","mediumhigh",FALSE,1,0,2,0,1,2
"2981","8C","mediumhigh",FALSE,2,1,4,3,1,10
"2982","7H","mediumlow",FALSE,3,0,3,3,0,7
"2983","6D","mediumlow",FALSE,1,-1,3,1,-1,3
"2984","8C","mediumhigh",FALSE,2,0,3,6,2,10
"2985","6S","mediumlow",FALSE,2,-1,3,5,0,6
"2986","QH","high",FALSE,3,2,4,4,1,10
"2987","JH","high",FALSE,2,1,4,3,0,7
"2988","2S","low",FALSE,4,0,4,2,0,5
"2989","2C","low",FALSE,4,2,3,2,4,10
"2990","AH","veryhigh",FALSE,2,1,1,2,2,5
"2991","5S","low",TRUE,1,0,1,2,2,4
"2992","6H","mediumlow",FALSE,3,4,0,4,1,10
"2993","8H","mediumhigh",FALSE,2,3,-1,4,0,7
"2994","8S","mediumhigh",FALSE,2,2,-1,3,0,5
"2995","TD","high",FALSE,2,4,3,1,0,10
"2996","9H","mediumhigh",TRUE,3,3,3,1,0,9
"2997","6C","mediumlow",FALSE,4,2,2,1,0,7
"2998","3C","low",FALSE,3,1,1,1,0,5
"2999","4H","low",TRUE,4,6,1,0,1,10
"3000","8S","mediumhigh",FALSE,4,5,1,0,1,9
"3001","QS","high",FALSE,2,4,0,0,0,6
"3002","2S","low",FALSE,1,3,0,0,0,5
"3003","AH","veryhigh",TRUE,2,2,-2,0,0,2
"3004","KH","veryhigh",FALSE,2,3,2,2,4,10
"3005","QD","high",FALSE,3,2,2,2,4,9
"3006","5C","low",FALSE,3,1,2,2,4,8
"3007","6C","mediumlow",FALSE,2,0,2,2,4,7
"3008","5D","low",FALSE,2,2,4,1,2,10
"3009","TS","high",FALSE,2,1,1,0,0,3
"3010","AC","veryhigh",FALSE,4,4,2,3,0,10
"3011","AD","veryhigh",FALSE,2,3,2,3,0,9
"3012","AH","veryhigh",FALSE,1,2,2,3,0,8
"3013","3S","low",TRUE,3,1,2,3,0,7
"3014","6C","mediumlow",FALSE,3,0,2,1,0,4
"3015","9D","mediumhigh",TRUE,5,3,2,2,4,10
"3016","6D","mediumlow",TRUE,3,2,1,2,1,5
"3017","3D","low",TRUE,2,1,1,2,1,4
"3018","KS","veryhigh",FALSE,4,1,4,4,0,10
"3019","3S","low",FALSE,3,0,4,4,0,9
"3020","KH","veryhigh",FALSE,2,2,2,6,1,10
"3021","9C","mediumhigh",FALSE,4,1,2,6,1,9
"3022","3H","low",FALSE,1,0,2,6,1,8
"3023","8D","mediumhigh",FALSE,3,1,3,4,3,10
"3024","3C","low",FALSE,1,0,2,3,1,5
"3025","JD","high",FALSE,6,1,5,4,1,10
"3026","2D","low",FALSE,5,0,2,3,1,5
"3027","QD","high",FALSE,4,2,3,4,0,10
"3028","3D","low",FALSE,3,1,3,4,0,9
"3029","4H","low",FALSE,3,0,3,3,0,7
"3030","5H","low",FALSE,4,4,4,0,1,10
"3031","9D","mediumhigh",FALSE,2,3,4,-1,1,8
"3032","6H","mediumlow",FALSE,3,2,4,-1,0,6
"3033","KH","veryhigh",FALSE,1,1,2,-2,0,2
"3034","AS","veryhigh",FALSE,5,3,3,1,5,10
"3035","TS","high",FALSE,4,2,2,0,4,6
"3036","5S","low",FALSE,2,1,2,-1,3,3
"3037","9C","mediumhigh",FALSE,4,1,3,5,3,10
"3038","3C","low",FALSE,3,0,3,5,2,8
"3039","5S","low",FALSE,2,-1,3,4,2,6
"3040","JC","high",FALSE,3,4,3,1,0,10
"3041","KS","veryhigh",FALSE,2,3,3,1,-1,8
"3042","9H","mediumhigh",TRUE,4,2,3,1,-1,7
"3043","5H","low",TRUE,2,1,3,0,-1,5
"3044","3S","low",FALSE,1,0,2,0,-1,3
"3045","AD","veryhigh",FALSE,4,4,1,3,3,10
"3046","AC","veryhigh",FALSE,3,3,1,3,3,9
"3047","TD","high",FALSE,3,2,1,3,3,8
"3048","6C","mediumlow",FALSE,2,1,1,0,2,3
"3049","KS","veryhigh",FALSE,4,4,0,4,0,10
"3050","AS","veryhigh",FALSE,3,3,0,4,0,9
"3051","8C","mediumhigh",TRUE,3,2,0,4,0,8
"3052","9S","mediumhigh",FALSE,2,1,0,1,-1,3
"3053","8S","mediumhigh",FALSE,1,1,3,3,4,10
"3054","3H","low",TRUE,2,0,3,3,1,6
"3055","4D","low",FALSE,4,0,4,1,6,10
"3056","6C","mediumlow",FALSE,2,-1,2,-1,5,4
"3057","5D","low",FALSE,4,1,3,4,4,10
"3058","3C","low",FALSE,1,0,3,3,3,7
"3059","JH","high",FALSE,6,1,3,4,1,10
"3060","2H","low",FALSE,5,0,2,4,0,7
"3061","AS","veryhigh",FALSE,2,2,3,2,1,10
"3062","KC","veryhigh",FALSE,3,1,3,2,1,9
"3063","4S","low",FALSE,1,0,3,2,1,8
"3064","4C","low",FALSE,4,2,4,1,2,10
"3065","5H","low",FALSE,4,1,4,1,1,8
"3066","2H","low",FALSE,1,0,3,-1,-1,2
"3067","3D","low",FALSE,3,0,4,6,1,10
"3068","9D","mediumhigh",TRUE,4,2,1,5,3,10
"3069","8D","mediumhigh",FALSE,2,0,4,3,2,10
"3070","KS","veryhigh",FALSE,5,4,2,3,2,10
"3071","7S","mediumlow",FALSE,4,3,2,3,2,9
"3072","9S","mediumhigh",FALSE,3,2,1,1,1,4
"3073","JH","high",FALSE,2,2,3,4,2,10
"3074","QD","high",TRUE,1,1,3,4,2,9
"3075","9S","mediumhigh",FALSE,3,0,1,3,0,3
"3076","5D","low",TRUE,2,2,1,4,4,10
"3077","TH","high",FALSE,3,1,1,3,4,8
"3078","2S","low",FALSE,3,0,1,3,4,7
"3079","AS","veryhigh",FALSE,5,1,2,2,6,10
"3080","4S","low",FALSE,4,0,2,2,6,9
"3081","TS","high",FALSE,3,-1,2,1,4,5
"3082","8C","mediumhigh",TRUE,6,5,2,0,2,10
"3083","4C","low",TRUE,5,4,2,0,1,8
"3084","QC","high",TRUE,3,3,-2,0,1,3
"3085","TC","high",TRUE,2,2,-2,0,1,2
"3086","AS","veryhigh",FALSE,4,3,5,1,2,10
"3087","TC","high",FALSE,4,2,5,1,2,9
"3088","QC","high",FALSE,3,1,4,1,2,7
"3089","KS","veryhigh",TRUE,3,4,1,3,3,10
"3090","5C","low",FALSE,4,3,1,3,3,9
"3091","8C","mediumhigh",FALSE,2,2,0,2,0,3
"3092","TC","high",FALSE,4,1,6,1,3,10
"3093","5C","low",FALSE,3,0,6,1,3,9
"3094","2C","low",TRUE,4,4,3,1,3,10
"3095","JH","high",FALSE,2,3,1,1,2,6
"3096","KD","veryhigh",FALSE,1,2,1,1,1,4
"3097","3S","low",FALSE,1,1,1,1,1,3
"3098","6D","mediumlow",TRUE,4,4,1,2,4,10
"3099","JH","high",FALSE,2,3,1,2,3,8
"3100","6S","mediumlow",FALSE,2,2,1,2,2,6
"3101","5D","low",TRUE,3,1,1,1,2,4
"3102","JH","high",FALSE,1,3,1,3,5,10
"3103","2D","low",TRUE,3,2,1,3,5,9
"3104","2S","low",FALSE,6,1,1,2,5,7
"3105","AC","veryhigh",TRUE,2,2,1,5,4,10
"3106","TS","high",FALSE,4,1,1,5,4,9
"3107","6H","mediumlow",FALSE,3,0,1,3,3,5
"3108","AS","veryhigh",FALSE,4,3,2,2,4,10
"3109","AC","veryhigh",FALSE,3,2,2,2,4,9
"3110","3S","low",FALSE,3,1,2,2,4,8
"3111","9D","mediumhigh",FALSE,1,0,1,1,4,5
"3112","AS","veryhigh",FALSE,3,3,4,1,0,10
"3113","3C","low",TRUE,3,2,4,1,0,9
"3114","TC","high",TRUE,2,1,4,0,0,7
"3115","5D","low",FALSE,2,0,4,0,0,6
"3116","3S","low",FALSE,1,-1,3,0,-1,3
"3117","KC","veryhigh",FALSE,3,5,1,2,1,10
"3118","QH","high",FALSE,3,4,1,2,1,9
"3119","AD","veryhigh",FALSE,2,3,1,2,1,8
"3120","8C","mediumhigh",FALSE,2,2,1,2,1,7
"3121","AC","veryhigh",FALSE,1,1,1,1,-1,3
"3122","5H","low",FALSE,5,0,4,3,5,10
"3123","QS","high",FALSE,1,-1,2,3,4,6
"3124","AS","veryhigh",FALSE,5,2,2,3,2,10
"3125","QD","high",FALSE,4,1,2,3,2,9
"3126","3S","low",FALSE,4,0,2,2,2,7
"3127","QC","high",FALSE,3,2,3,0,7,10
"3128","9D","mediumhigh",FALSE,4,1,3,0,7,9
"3129","AS","veryhigh",FALSE,1,2,4,4,1,10
"3130","6C","mediumlow",FALSE,4,1,4,4,1,9
"3131","4C","low",FALSE,3,0,2,4,1,6
"3132","JS","high",FALSE,1,3,4,3,1,10
"3133","8H","mediumhigh",FALSE,5,2,4,3,0,8
"3134","6D","mediumlow",TRUE,2,1,4,3,-1,6
"3135","5H","low",FALSE,4,0,3,3,-1,4
"3136","AS","veryhigh",FALSE,3,3,5,0,3,10
"3137","9S","mediumhigh",FALSE,2,2,5,0,3,9
"3138","2S","low",FALSE,1,1,5,0,2,7
"3139","7H","mediumlow",FALSE,4,0,4,0,1,4
"3140","KH","veryhigh",FALSE,4,1,4,1,3,10
"3141","8H","mediumhigh",FALSE,3,0,4,1,3,9
"3142","8C","mediumhigh",FALSE,4,1,4,1,3,10
"3143","2C","low",FALSE,3,0,4,0,3,8
"3144","4H","low",FALSE,1,3,2,4,0,10
"3145","JD","high",TRUE,1,2,1,0,-2,2
"3146","9H","mediumhigh",FALSE,3,2,1,5,0,10
"3147","6C","mediumlow",FALSE,3,1,1,5,0,9
"3148","6H","mediumlow",FALSE,2,0,-1,3,0,4
"3149","AC","veryhigh",FALSE,1,-1,-2,3,0,2
"3150","3C","low",FALSE,1,1,2,3,6,10
"3151","4H","low",TRUE,1,0,0,2,5,5
"3152","6C","mediumlow",FALSE,2,1,3,5,0,10
"3153","9H","mediumhigh",TRUE,1,0,2,4,-3,4
"3154","9S","mediumhigh",TRUE,4,4,1,4,2,10
"3155","3S","low",TRUE,3,3,0,3,0,5
"3156","QD","high",FALSE,1,2,0,2,0,3
"3157","KS","veryhigh",TRUE,2,1,0,2,0,2
"3158","AS","veryhigh",FALSE,5,4,0,6,1,10
"3159","8S","mediumhigh",FALSE,4,3,0,6,1,9
"3160","9S","mediumhigh",FALSE,3,2,0,5,1,7
"3161","2H","low",FALSE,2,1,0,5,1,6
"3162","4C","low",FALSE,3,1,5,1,2,10
"3163","3H","low",TRUE,1,0,2,1,0,4
"3164","9S","mediumhigh",TRUE,4,3,3,1,4,10
"3165","AC","veryhigh",FALSE,1,2,0,-1,3,3
"3166","7S","mediumlow",TRUE,2,1,0,-1,3,2
"3167","QC","high",FALSE,4,2,5,2,2,10
"3168","2D","low",FALSE,1,1,5,2,2,9
"3169","5C","low",FALSE,2,0,2,2,-1,2
"3170","AS","veryhigh",FALSE,3,3,5,1,2,10
"3171","3D","low",FALSE,3,2,5,1,2,9
"3172","3C","low",TRUE,2,1,3,0,1,4
"3173","2S","low",FALSE,1,0,2,0,1,2
"3174","AD","veryhigh",FALSE,3,1,2,5,1,10
"3175","2H","low",FALSE,4,0,2,5,1,9
"3176","AS","veryhigh",FALSE,4,1,4,2,4,10
"3177","4H","low",FALSE,4,0,4,2,4,9
"3178","AC","veryhigh",FALSE,3,4,3,0,4,10
"3179","6D","mediumlow",TRUE,3,3,3,0,4,9
"3180","9H","mediumhigh",FALSE,1,2,3,0,2,6
"3181","6S","mediumlow",FALSE,1,1,1,0,1,2
"3182","3H","low",FALSE,4,0,5,3,4,10
"3183","7C","mediumlow",FALSE,3,4,0,6,1,10
"3184","QD","high",FALSE,3,3,-1,5,0,6
"3185","4D","low",FALSE,2,2,-1,5,-1,4
"3186","7D","mediumlow",FALSE,1,1,-1,4,-1,2
"3187","AC","veryhigh",FALSE,5,3,2,1,5,10
"3188","TH","high",FALSE,1,2,2,1,5,9
"3189","2C","low",FALSE,4,1,2,1,5,8
"3190","7S","mediumlow",FALSE,2,0,2,0,4,5
"3191","KS","veryhigh",FALSE,1,4,2,2,1,10
"3192","KD","veryhigh",FALSE,2,3,2,1,1,8
"3193","KH","veryhigh",FALSE,3,2,1,0,1,5
"3194","4H","low",FALSE,2,1,0,0,1,3
"3195","5H","low",FALSE,2,1,3,5,0,10
"3196","5S","low",FALSE,4,2,2,4,1,10
"3197","JH","high",TRUE,2,1,2,4,-1,7
"3198","4C","low",FALSE,1,0,2,4,-1,6
"3199","7D","mediumlow",FALSE,2,4,2,1,2,10
"3200","KC","veryhigh",FALSE,1,3,2,0,2,8
"3201","TS","high",FALSE,5,2,2,0,2,7
"3202","3S","low",FALSE,4,1,1,0,2,5
"3203","2S","low",FALSE,3,0,1,0,1,3
"3204","AC","veryhigh",FALSE,3,2,2,2,5,10
"3205","TS","high",FALSE,3,1,2,2,5,9
"3206","6S","mediumlow",FALSE,2,0,2,1,4,6
"3207","KH","veryhigh",FALSE,2,2,2,4,3,10
"3208","6D","mediumlow",TRUE,3,1,2,4,3,9
"3209","4D","low",TRUE,1,0,0,3,2,4
"3210","7C","mediumlow",FALSE,3,3,3,1,4,10
"3211","3S","low",TRUE,3,2,2,1,4,8
"3212","5S","low",TRUE,2,1,1,1,4,6
"3213","2C","low",FALSE,2,0,-1,1,3,2
"3214","AS","veryhigh",FALSE,3,1,2,3,5,10
"3215","4H","low",FALSE,4,0,2,3,5,9
"3216","8D","mediumhigh",FALSE,4,2,4,2,3,10
"3217","6C","mediumlow",FALSE,3,1,4,1,3,8
"3218","KD","veryhigh",FALSE,4,3,3,2,1,10
"3219","5D","low",FALSE,3,2,3,2,1,9
"3220","TC","high",TRUE,3,1,3,2,0,7
"3221","8C","mediumhigh",TRUE,2,0,3,1,-1,4
"3222","4C","low",TRUE,1,-1,2,1,-1,2
"3223","KH","veryhigh",FALSE,3,4,1,2,4,10
"3224","6H","mediumlow",FALSE,2,3,1,2,4,9
"3225","5C","low",TRUE,3,2,0,2,1,4
"3226","5H","low",FALSE,1,1,0,1,1,2
"3227","9D","mediumhigh",FALSE,3,3,0,3,5,10
"3228","KS","veryhigh",FALSE,2,2,0,3,4,8
"3229","AS","veryhigh",FALSE,1,1,0,3,4,7
"3230","7D","mediumlow",FALSE,2,0,0,3,4,6
"3231","KS","veryhigh",FALSE,3,3,0,6,2,10
"3232","KC","veryhigh",FALSE,5,2,0,6,2,9
"3233","TS","high",FALSE,1,1,0,6,-1,5
"3234","QH","high",FALSE,3,5,1,1,5,10
"3235","JC","high",FALSE,3,4,1,1,5,9
"3236","3H","low",FALSE,2,3,1,1,4,7
"3237","KH","veryhigh",FALSE,1,2,0,1,4,5
"3238","9S","mediumhigh",TRUE,2,1,0,1,4,4
"3239","6C","mediumlow",FALSE,2,0,0,0,4,2
"3240","TD","high",FALSE,4,3,3,2,1,10
"3241","KC","veryhigh",FALSE,2,2,1,1,1,6
"3242","4C","low",FALSE,1,1,1,1,1,5
"3243","6D","mediumlow",FALSE,4,2,3,2,4,10
"3244","2D","low",FALSE,3,1,2,1,2,5
"3245","3D","low",FALSE,2,0,2,1,1,3
"3246","KH","veryhigh",FALSE,5,3,2,2,4,10
"3247","JH","high",FALSE,4,2,2,2,4,9
"3248","6D","mediumlow",FALSE,2,1,2,2,4,8
"3249","4D","low",FALSE,1,0,2,1,2,4
"3250","3H","low",FALSE,3,0,4,4,3,10
"3251","TH","high",FALSE,1,-1,1,2,3,4
"3252","QD","high",FALSE,2,3,3,2,3,10
"3253","2S","low",FALSE,5,2,3,1,3,8
"3254","AS","veryhigh",FALSE,4,1,2,0,3,5
"3255","6S","mediumlow",FALSE,3,0,2,0,3,4
"3256","AC","veryhigh",FALSE,2,3,2,3,3,10
"3257","JH","high",TRUE,1,2,2,3,3,9
"3258","KS","veryhigh",FALSE,4,1,2,3,3,8
"3259","7D","mediumlow",FALSE,3,0,2,3,3,7
"3260","7H","mediumlow",FALSE,4,0,4,4,1,10
"3261","QH","high",FALSE,4,4,1,3,1,10
"3262","5C","low",TRUE,3,3,1,3,1,9
"3263","5H","low",FALSE,3,2,1,3,-1,6
"3264","6D","mediumlow",FALSE,1,1,0,2,-1,3
"3265","3S","low",FALSE,3,2,3,3,3,10
"3266","6H","mediumlow",FALSE,3,1,3,2,1,6
"3267","2H","low",FALSE,1,0,2,2,0,3
"3268","5H","low",FALSE,3,3,3,1,2,10
"3269","6S","mediumlow",FALSE,1,2,3,1,0,7
"3270","TC","high",FALSE,4,2,3,1,5,10
"3271","5C","low",FALSE,3,1,3,1,5,9
"3272","AD","veryhigh",FALSE,2,3,1,1,6,10
"3273","QD","high",FALSE,1,2,1,1,6,9
"3274","3H","low",FALSE,4,1,1,0,6,7
"3275","9S","mediumhigh",TRUE,3,0,0,-1,6,4
"3276","TH","high",FALSE,1,-1,0,-1,6,3
"3277","2S","low",FALSE,2,3,3,3,0,10
"3278","2H","low",TRUE,4,2,2,0,-1,4
"3279","5H","low",TRUE,2,1,2,-1,-1,2
"3280","JH","high",FALSE,2,2,2,3,2,10
"3281","JS","high",TRUE,3,1,2,3,2,9
"3282","9S","mediumhigh",TRUE,1,0,1,2,0,4
"3283","QC","high",FALSE,3,-1,1,2,0,3
"3284","6C","mediumlow",FALSE,2,-2,1,2,0,2
"3285","AS","veryhigh",FALSE,5,2,7,0,2,10
"3286","7C","mediumlow",FALSE,2,5,1,5,1,10
"3287","3H","low",TRUE,3,4,1,3,-1,5
"3288","JH","high",TRUE,2,3,1,2,-1,3
"3289","AH","veryhigh",TRUE,1,2,1,2,-1,2
"3290","AS","veryhigh",FALSE,2,2,1,4,4,10
"3291","KC","veryhigh",TRUE,2,1,1,4,4,9
"3292","8H","mediumhigh",FALSE,2,0,1,4,4,8
"3293","JC","high",FALSE,4,2,4,2,1,10
"3294","9S","mediumhigh",FALSE,3,1,4,2,1,9
