seed,winner,score1,score2,score3,score0,dealer,round1,round2,round3,round4,round5,round6,round7,round8,round9,round10,round11,round12,round13,round14,round15,round16,round17,round18,round19
20093,2,151,157,86,135,1,"[0, 11, 0, 0]","[12, 0, 12, 0]","[10, 0, 0, 0]","[0, 11, 11, 0]","[11, 11, 0, 13]","[10, 13, 0, 0]","[11, 10, 13, 0]","[12, 10, 10, 0]","[0, 10, 11, 10]","[11, 0, 10, 10]","[10, 10, 10, 0]","[11, 10, 10, 0]","[0, 10, 10, 10]","[0, 11, 13, 10]","[0, 12, 12, 11]","[0, 10, 11, 0]","[11, 0, 12, 11]","[13, 12, 12, 0]","[13, 0, 0, 11]"
20094,0,151,129,86,192,2,"[14, 12, 12, 0]","[11, 14, 0, 11]","[11, 13, 12, 0]","[11, 0, 12, 12]","[14, 11, 0, 10]","[0, 10, 10, 13]","[10, 0, 12, 10]","[10, 11, 10, 0]","[11, 0, 0, 0]","[10, 0, 11, 10]","[11, 0, 10, 10]","[11, 10, 10, 0]","[12, 12, 10, 0]","[11, 11, 10, 0]","[10, 11, 0, 0]","[0, 12, 0, 10]","[10, 0, 0, 0]","[12, 11, 0, 0]","[13, 13, 10, 0]"
20095,3,154,98,155,118,3,"[0, 14, 0, 0]","[11, 0, 0, 10]","[11, 13, 10, 0]","[0, 0, 11, 0]","[11, 10, 0, 12]","[0, 0, 0, 10]","[13, 10, 0, 10]","[10, 0, 0, 11]","[0, 10, 10, 11]","[0, 10, 10, 10]","[0, 10, 11, 11]","[10, 10, 0, 12]","[12, 10, 11, 0]","[0, 11, 11, 11]","[12, 11, 0, 13]","[0, 12, 13, 12]","[12, 12, 0, 12]","[0, 11, 11, 0]","[16, 0, 0, 10]"
20096,1,131,67,109,114,0,"[0, 14, 0, 0]","[16, 0, 0, 0]","[12, 10, 0, 0]","[10, 12, 0, 0]","[10, 0, 10, 0]","[0, 0, 0, 11]","[0, 11, 10, 12]","[10, 0, 0, 10]","[10, 10, 0, 10]","[10, 0, 10, 10]","[0, 0, 0, 10]","[11, 10, 10, 12]","[0, 10, 0, 0]","[12, 11, 0, 11]","[0, 11, 0, 13]","[0, 10, 0, 0]","[0, 0, 11, 0]","[0, 11, 16, 10]","[13, 11, 0, 0]"
20097,0,126,106,105,173,1,"[11, 0, 13, 15]","[15, 0, 11, 13]","[10, 13, 0, 13]","[10, 0, 0, 0]","[12, 0, 10, 13]","[12, 0, 0, 0]","[11, 10, 0, 0]","[0, 10, 0, 0]","[0, 0, 10, 0]","[10, 10, 0, 10]","[10, 12, 0, 10]","[10, 0, 0, 0]","[0, 10, 11, 11]","[12, 12, 0, 0]","[12, 11, 12, 0]","[12, 11, 13, 0]","[13, 12, 12, 0]","[13, 0, 14, 10]","[0, 15, 0, 10]"
20098,1,139,66,90,132,2,"[0, 0, 0, 11]","[0, 11, 11, 0]","[11, 11, 0, 0]","[11, 11, 0, 11]","[10, 0, 11, 0]","[10, 10, 0, 0]","[0, 10, 0, 10]","[0, 10, 11, 0]","[12, 0, 10, 10]","[10, 10, 0, 11]","[10, 11, 10, 0]","[0, 10, 0, 0]","[10, 0, 0, 11]","[10, 0, 0, 0]","[13, 0, 0, 0]","[12, 13, 0, 10]","[0, 10, 0, 0]","[13, 10, 13, 0]","[0, 12, 0, 16]"
20099,2,114,167,67,118,3,"[0, 0, 11, 0]","[11, 12, 12, 14]","[0, 0, 12, 0]","[0, 13, 0, 0]","[0, 13, 0, 11]","[11, 11, 0, 10]","[12, 10, 11, 0]","[10, 0, 10, 11]","[10, 0, 10, 0]","[10, 0, 10, 11]","[10, 0, 10, 10]","[10, 10, 10, 0]","[0, 0, 13, 0]","[10, 11, 13, 0]","[0, 11, 11, 0]","[0, 0, 10, 0]","[12, 10, 14, 0]","[12, 13, 10, 0]","[0, 0, 0, 0]"
20100,2,122,163,149,141,0,"[14, 0, 13, 12]","[0, 11, 14, 14]","[12, 10, 0, 13]","[12, 0, 11, 0]","[12, 0, 12, 0]","[0, 12, 10, 11]","[11, 0, 0, 11]","[0, 10, 0, 11]","[11, 10, 11, 10]","[0, 10, 11, 10]","[10, 0, 11, 10]","[10, 11, 10, 0]","[0, 0, 0, 11]","[0, 11, 12, 10]","[12, 11, 11, 0]","[0, 13, 0, 0]","[12, 13, 13, 0]","[11, 0, 11, 14]","[14, 0, 13, 12]"
20101,2,111,158,118,123,1,"[15, 0, 11, 0]","[13, 0, 11, 0]","[0, 12, 10, 0]","[0, 0, 12, 0]","[10, 0, 11, 12]","[10, 0, 11, 13]","[0, 10, 10, 12]","[0, 10, 0, 0]","[0, 10, 0, 0]","[10, 10, 0, 10]","[10, 10, 0, 11]","[0, 0, 12, 0]","[10, 0, 11, 11]","[0, 10, 12, 0]","[10, 11, 0, 13]","[10, 0, 13, 13]","[13, 0, 12, 13]","[0, 14, 12, 10]","[12, 14, 10, 0]"
20102,0,135,103,120,172,2,"[12, 0, 12, 12]","[10, 0, 0, 0]","[10, 12, 0, 12]","[13, 13, 0, 10]","[0, 12, 13, 11]","[11, 0, 0, 0]","[11, 0, 10, 10]","[10, 10, 0, 10]","[10, 11, 0, 11]","[10, 0, 10, 10]","[10, 10, 0, 0]","[10, 10, 0, 11]","[10, 12, 10, 0]","[0, 11, 0, 0]","[11, 12, 11, 0]","[12, 12, 0, 11]","[11, 0, 12, 12]","[11, 0, 13, 0]","[0, 10, 12, 0]"
20103,1,133,111,123,125,3,"[12, 0, 10, 11]","[12, 13, 12, 0]","[13, 12, 10, 0]","[0, 13, 13, 10]","[0, 11, 0, 0]","[0, 0, 0, 11]","[0, 10, 11, 11]","[0, 10, 0, 0]","[11, 10, 0, 10]","[10, 10, 10, 0]","[0, 11, 10, 11]","[0, 10, 0, 10]","[0, 0, 0, 0]","[11, 0, 12, 11]","[10, 0, 11, 12]","[10, 12, 0, 12]","[12, 0, 12, 14]","[12, 11, 0, 0]","[12, 0, 0, 0]"
20104,1,165,146,132,139,0,"[15, 10, 11, 0]","[0, 13, 0, 14]","[0, 12, 12, 11]","[0, 11, 0, 11]","[10, 12, 12, 0]","[13, 10, 12, 0]","[10, 13, 0, 10]","[10, 0, 0, 10]","[10, 10, 0, 10]","[0, 10, 10, 10]","[10, 11, 11, 10]","[10, 10, 0, 0]","[11, 0, 10, 10]","[0, 0, 11, 0]","[12, 0, 12, 10]","[0, 16, 10, 11]","[11, 0, 11, 15]","[17, 11, 11, 0]","[0, 16, 13, 0]"
20105,2,131,176,87,137,1,"[0, 12, 0, 0]","[0, 10, 14, 0]","[0, 12, 10, 0]","[0, 0, 13, 0]","[0, 12, 14, 10]","[0, 10, 12, 11]","[12, 10, 10, 0]","[11, 0, 10, 0]","[10, 10, 0, 11]","[10, 0, 10, 10]","[11, 10, 10, 0]","[0, 10, 12, 11]","[13, 10, 11, 0]","[11, 11, 0, 12]","[10, 0, 14, 11]","[11, 0, 0, 0]","[11, 0, 12, 11]","[13, 0, 12, 0]","[14, 14, 12, 0]"
20106,1,135,107,102,89,2,"[14, 0, 10, 13]","[0, 14, 0, 12]","[0, 0, 11, 0]","[0, 0, 0, 10]","[0, 0, 0, 10]","[0, 10, 11, 12]","[0, 10, 11, 0]","[0, 11, 10, 0]","[10, 10, 10, 0]","[10, 10, 10, 0]","[10, 0, 0, 0]","[0, 10, 0, 0]","[0, 0, 0, 10]","[10, 10, 12, 0]","[10, 12, 0, 12]","[0, 12, 10, 0]","[13, 0, 12, 12]","[0, 13, 0, 11]","[12, 13, 0, 0]"
20107,3,123,124,156,140,3,"[11, 11, 0, 15]","[0, 0, 14, 12]","[11, 13, 11, 0]","[11, 0, 13, 10]","[0, 13, 11, 11]","[11, 10, 0, 11]","[11, 12, 10, 0]","[0, 0, 0, 10]","[10, 0, 12, 10]","[0, 10, 10, 10]","[0, 10, 10, 12]","[10, 0, 10, 0]","[11, 11, 0, 10]","[11, 11, 0, 11]","[10, 0, 12, 10]","[11, 0, 11, 0]","[11, 0, 0, 12]","[0, 11, 0, 0]","[11, 11, 0, 12]"
20108,0,126,119,75,174,0,"[11, 0, 0, 0]","[13, 12, 11, 0]","[0, 0, 0, 10]","[10, 11, 0, 0]","[10, 14, 12, 0]","[13, 12, 10, 0]","[13, 11, 10, 0]","[10, 0, 0, 0]","[10, 10, 11, 0]","[10, 0, 10, 10]","[10, 12, 0, 10]","[0, 0, 0, 11]","[12, 10, 0, 10]","[12, 11, 10, 0]","[12, 0, 0, 0]","[0, 11, 10, 14]","[0, 0, 11, 0]","[14, 0, 14, 10]","[14, 12, 10, 0]"
20109,0,126,141,34,164,1,"[12, 0, 0, 0]","[11, 0, 0, 0]","[12, 13, 0, 12]","[0, 11, 12, 0]","[10, 11, 13, 0]","[10, 11, 11, 0]","[10, 13, 10, 0]","[10, 0, 10, 0]","[10, 0, 10, 0]","[10, 0, 10, 10]","[10, 10, 10, 0]","[11, 11, 10, 0]","[0, 11, 0, 0]","[13, 11, 11, 0]","[11, 0, 0, 0]","[11, 0, 0, 0]","[0, 13, 11, 0]","[0, 11, 12, 0]","[13, 0, 11, 12]"
20110,0,145,164,76,165,2,"[13, 0, 0, 0]","[12, 11, 0, 0]","[12, 0, 10, 0]","[0, 11, 0, 0]","[10, 14, 11, 11]","[12, 11, 11, 0]","[11, 0, 11, 0]","[0, 10, 10, 12]","[0, 10, 10, 11]","[11, 10, 10, 0]","[11, 10, 10, 0]","[12, 11, 10, 0]","[10, 13, 11, 0]","[13, 0, 10, 10]","[11, 0, 10, 10]","[0, 12, 13, 0]","[0, 11, 13, 11]","[14, 11, 0, 11]","[13, 0, 14, 0]"
20111,0,155,129,76,164,3,"[12, 14, 12, 0]","[11, 13, 13, 0]","[13, 13, 0, 0]","[10, 13, 12, 0]","[13, 11, 12, 0]","[0, 11, 12, 10]","[10, 12, 0, 10]","[10, 10, 0, 12]","[10, 0, 12, 10]","[10, 10, 10, 0]","[11, 10, 11, 0]","[11, 10, 11, 0]","[0, 0, 0, 11]","[11, 0, 12, 0]","[11, 0, 0, 0]","[10, 14, 0, 13]","[11, 0, 0, 0]","[0, 0, 0, 0]","[0, 14, 12, 10]"
20112,0,93,140,132,155,0,"[0, 0, 13, 14]","[12, 0, 13, 0]","[11, 0, 14, 11]","[11, 12, 11, 0]","[13, 10, 0, 0]","[0, 0, 11, 11]","[10, 0, 13, 11]","[11, 11, 0, 10]","[10, 0, 10, 10]","[10, 0, 10, 10]","[11, 0, 11, 10]","[10, 12, 0, 11]","[12, 0, 10, 10]","[0, 11, 0, 12]","[11, 10, 14, 0]","[12, 0, 0, 0]","[0, 13, 0, 0]","[0, 14, 10, 12]","[11, 0, 0, 0]"
160011,1,200,116,89,172,3,"[13, 13, 0, 11]","[0, 11, 13, 11]","[11, 12, 0, 14]","[0, 10, 0, 0]","[11, 10, 15, 0]","[10, 0, 0, 0]","[0, 10, 11, 0]","[10, 11, 0, 10]","[10, 11, 0, 10]","[10, 11, 10, 0]","[10, 10, 10, 0]","[11, 10, 11, 0]","[12, 10, 0, 11]","[13, 10, 10, 0]","[13, 10, 0, 11]","[12, 14, 11, 0]","[11, 13, 13, 0]","[15, 10, 0, 0]","[0, 14, 12, 11]"
160012,0,134,100,126,155,0,"[13, 12, 11, 14]","[14, 11, 0, 13]","[0, 12, 0, 11]","[0, 0, 14, 0]","[10, 0, 0, 0]","[13, 0, 0, 0]","[12, 0, 10, 12]","[11, 10, 0, 11]","[0, 10, 10, 10]","[0, 10, 10, 10]","[10, 10, 11, 11]","[10, 11, 0, 0]","[10, 0, 12, 11]","[0, 0, 10, 0]","[12, 11, 12, 0]","[12, 13, 0, 10]","[0, 0, 0, 13]","[14, 12, 0, 0]","[14, 12, 0, 0]"
160013,0,141,124,71,173,1,"[13, 11, 14, 0]","[13, 14, 0, 0]","[13, 11, 0, 11]","[0, 11, 12, 0]","[11, 11, 11, 0]","[11, 0, 0, 0]","[11, 0, 11, 0]","[10, 10, 0, 13]","[10, 0, 10, 10]","[10, 10, 10, 0]","[10, 10, 10, 0]","[12, 10, 11, 0]","[0, 0, 0, 0]","[11, 11, 11, 0]","[0, 10, 0, 0]","[0, 10, 12, 14]","[11, 0, 0, 0]","[14, 0, 12, 11]","[13, 12, 0, 12]"
160014,1,154,129,93,105,2,"[11, 12, 0, 0]","[0, 15, 12, 10]","[0, 0, 10, 0]","[0, 12, 0, 0]","[13, 12, 10, 0]","[13, 0, 0, 0]","[0, 12, 11, 10]","[0, 0, 11, 10]","[0, 10, 10, 0]","[11, 10, 0, 10]","[10, 10, 12, 10]","[0, 13, 10, 10]","[0, 13, 10, 11]","[10, 10, 10, 0]","[12, 12, 0, 11]","[14, 0, 0, 11]","[0, 0, 0, 0]","[11, 13, 11, 0]","[0, 0, 12, 0]"
160015,0,137,110,101,194,3,"[13, 13, 13, 0]","[12, 12, 0, 0]","[11, 14, 0, 12]","[11, 0, 11, 0]","[0, 11, 10, 11]","[12, 10, 0, 10]","[11, 0, 10, 12]","[12, 0, 10, 10]","[0, 10, 10, 11]","[10, 10, 0, 10]","[10, 10, 0, 0]","[11, 0, 10, 10]","[12, 10, 12, 0]","[10, 11, 13, 0]","[12, 0, 0, 0]","[13, 13, 11, 0]","[12, 13, 0, 0]","[11, 0, 0, 0]","[11, 0, 0, 15]"
160016,1,157,110,88,102,0,"[11, 12, 0, 11]","[13, 0, 11, 0]","[13, 12, 12, 0]","[0, 13, 10, 12]","[11, 10, 12, 0]","[0, 12, 0, 11]","[10, 11, 11, 0]","[10, 12, 10, 0]","[11, 10, 0, 0]","[0, 10, 10, 11]","[0, 10, 10, 11]","[0, 0, 0, 11]","[11, 10, 12, 0]","[0, 0, 0, 11]","[0, 0, 0, 0]","[0, 0, 0, 0]","[12, 12, 12, 0]","[0, 12, 0, 10]","[0, 11, 0, 0]"
160017,2,115,194,110,107,1,"[11, 15, 10, 0]","[10, 0, 15, 11]","[0, 0, 15, 0]","[11, 13, 0, 11]","[11, 0, 10, 14]","[11, 10, 12, 0]","[0, 10, 12, 11]","[10, 0, 11, 10]","[0, 10, 11, 10]","[11, 0, 10, 10]","[10, 11, 11, 0]","[0, 12, 10, 10]","[0, 0, 10, 0]","[0, 11, 11, 12]","[12, 10, 13, 11]","[0, 0, 10, 0]","[10, 13, 11, 0]","[0, 0, 12, 0]","[0, 0, 0, 0]"
160018,0,145,84,121,151,2,"[0, 0, 0, 13]","[12, 13, 0, 0]","[0, 13, 0, 0]","[0, 11, 14, 11]","[10, 0, 11, 0]","[10, 11, 0, 0]","[10, 12, 11, 0]","[10, 0, 0, 11]","[10, 0, 0, 0]","[10, 10, 0, 10]","[0, 10, 11, 10]","[11, 10, 0, 11]","[11, 10, 0, 10]","[11, 10, 0, 12]","[10, 12, 0, 10]","[0, 13, 10, 0]","[11, 0, 12, 13]","[11, 0, 15, 0]","[14, 10, 0, 10]"
160019,0,119,116,65,132,3,"[0, 0, 0, 12]","[12, 12, 13, 0]","[0, 0, 12, 0]","[10, 14, 0, 10]","[10, 13, 11, 0]","[13, 11, 0, 0]","[0, 0, 0, 12]","[0, 0, 0, 10]","[10, 10, 12, 0]","[10, 0, 10, 10]","[11, 10, 10, 0]","[10, 0, 10, 11]","[0, 0, 0, 0]","[10, 0, 0, 0]","[11, 12, 0, 0]","[14, 12, 11, 0]","[0, 13, 13, 0]","[11, 12, 0, 0]","[0, 0, 14, 0]"
160020,1,161,144,156,99,0,"[12, 12, 0, 0]","[0, 13, 0, 13]","[11, 12, 13, 0]","[11, 12, 0, 11]","[11, 11, 13, 0]","[0, 12, 11, 0]","[10, 0, 10, 13]","[0, 11, 11, 10]","[0, 11, 10, 10]","[10, 0, 10, 10]","[0, 0, 11, 10]","[0, 11, 0, 10]","[10, 0, 0, 11]","[0, 11, 12, 10]","[0, 11, 14, 10]","[12, 11, 0, 11]","[0, 13, 13, 12]","[12, 0, 16, 0]","[0, 10, 0, 15]"
160021,0,67,122,126,145,1,"[0, 13, 12, 13]","[11, 10, 11, 0]","[0, 0, 0, 0]","[11, 0, 10, 0]","[0, 11, 11, 0]","[10, 0, 12, 11]","[0, 0, 0, 10]","[10, 0, 0, 0]","[0, 10, 0, 0]","[10, 0, 10, 11]","[11, 0, 0, 11]","[0, 10, 0, 0]","[11, 0, 11, 11]","[13, 0, 10, 10]","[13, 0, 11, 10]","[11, 13, 0, 0]","[10, 0, 12, 15]","[12, 0, 12, 11]","[12, 0, 0, 13]"
160022,2,135,156,150,123,2,"[14, 10, 11, 0]","[0, 10, 13, 14]","[10, 0, 12, 13]","[0, 10, 0, 0]","[11, 11, 12, 0]","[10, 13, 10, 0]","[12, 0, 0, 10]","[0, 0, 10, 10]","[0, 10, 10, 10]","[10, 10, 10, 0]","[10, 0, 10, 12]","[12, 0, 10, 10]","[0, 10, 0, 12]","[0, 13, 11, 0]","[0, 13, 12, 11]","[10, 11, 0, 12]","[13, 0, 12, 11]","[0, 14, 13, 10]","[11, 0, 0, 15]"
160023,1,165,125,78,134,3,"[11, 14, 13, 0]","[0, 13, 11, 0]","[0, 11, 12, 12]","[0, 0, 0, 10]","[12, 0, 11, 12]","[11, 10, 13, 0]","[10, 12, 11, 0]","[10, 10, 0, 0]","[0, 10, 10, 10]","[11, 10, 10, 0]","[11, 10, 10, 0]","[0, 10, 0, 10]","[10, 10, 0, 0]","[0, 11, 0, 0]","[10, 0, 0, 0]","[13, 0, 0, 0]","[0, 13, 11, 11]","[13, 10, 0, 13]","[12, 11, 13, 0]"
160024,3,134,114,165,141,0,"[11, 15, 0, 11]","[11, 0, 14, 11]","[0, 0, 13, 11]","[0, 11, 0, 0]","[0, 0, 11, 0]","[0, 11, 0, 0]","[10, 10, 0, 13]","[10, 10, 0, 11]","[11, 10, 11, 0]","[10, 0, 10, 10]","[10, 10, 11, 11]","[10, 11, 0, 10]","[10, 0, 11, 13]","[0, 14, 10, 10]","[11, 0, 0, 12]","[0, 10, 10, 0]","[12, 12, 0, 13]","[15, 0, 13, 11]","[10, 10, 0, 18]"
160025,0,95,130,148,159,1,"[13, 0, 11, 12]","[0, 0, 13, 0]","[13, 12, 0, 11]","[11, 0, 13, 11]","[14, 10, 12, 0]","[10, 0, 12, 11]","[12, 10, 10, 0]","[0, 10, 0, 0]","[0, 0, 0, 11]","[10, 0, 10, 11]","[10, 10, 0, 11]","[10, 11, 0, 10]","[0, 10, 0, 0]","[10, 0, 0, 12]","[0, 0, 11, 10]","[12, 12, 12, 0]","[11, 0, 12, 12]","[10, 0, 14, 12]","[13, 10, 0, 14]"
160026,0,103,88,99,116,2,"[12, 14, 0, 13]","[10, 12, 0, 0]","[0, 0, 10, 11]","[14, 0, 11, 12]","[0, 0, 13, 0]","[11, 12, 0, 11]","[11, 0, 0, 10]","[0, 10, 0, 11]","[11, 0, 11, 10]","[10, 10, 10, 0]","[0, 10, 0, 0]","[0, 10, 11, 0]","[0, 0, 10, 0]","[0, 11, 0, 0]","[11, 0, 0, 0]","[0, 0, 0, 0]","[11, 0, 0, 10]","[0, 14, 0, 0]","[15, 0, 12, 11]"
160027,0,108,118,150,167,3,"[14, 11, 14, 0]","[12, 11, 0, 14]","[13, 11, 12, 12]","[10, 10, 0, 14]","[0, 10, 10, 0]","[10, 0, 0, 0]","[11, 0, 11, 10]","[10, 0, 0, 11]","[10, 0, 12, 10]","[10, 11, 10, 0]","[0, 0, 0, 11]","[11, 10, 0, 11]","[0, 10, 0, 11]","[11, 12, 0, 12]","[11, 0, 12, 11]","[11, 0, 11, 13]","[11, 12, 12, 0]","[0, 0, 0, 0]","[12, 0, 14, 10]"
160028,0,124,137,96,146,0,"[12, 13, 0, 10]","[10, 0, 15, 11]","[0, 13, 11, 0]","[12, 0, 0, 11]","[0, 11, 12, 0]","[0, 0, 10, 0]","[10, 0, 13, 10]","[10, 10, 11, 0]","[10, 10, 0, 11]","[0, 10, 10, 10]","[0, 0, 0, 10]","[10, 10, 0, 10]","[10, 13, 11, 0]","[11, 12, 10, 0]","[11, 0, 10, 0]","[0, 0, 0, 0]","[12, 12, 11, 0]","[12, 0, 13, 13]","[16, 10, 0, 0]"
160029,0,104,118,88,154,1,"[12, 0, 0, 13]","[0, 0, 0, 0]","[13, 12, 0, 11]","[0, 10, 0, 0]","[11, 13, 11, 0]","[10, 0, 10, 13]","[0, 12, 10, 0]","[10, 0, 11, 10]","[11, 10, 11, 0]","[10, 0, 10, 10]","[10, 10, 0, 10]","[0, 0, 0, 10]","[0, 11, 10, 0]","[11, 12, 11, 0]","[10, 0, 11, 11]","[10, 14, 10, 0]","[10, 0, 13, 0]","[13, 0, 0, 0]","[13, 0, 0, 0]"
160030,0,120,158,93,167,2,"[11, 11, 0, 0]","[13, 13, 12, 0]","[14, 0, 12, 0]","[0, 10, 12, 13]","[0, 0, 0, 13]","[11, 0, 14, 10]","[10, 11, 12, 0]","[0, 10, 10, 11]","[10, 11, 11, 0]","[10, 10, 10, 0]","[11, 10, 10, 0]","[11, 11, 0, 11]","[10, 10, 12, 0]","[12, 0, 0, 0]","[13, 0, 12, 10]","[10, 13, 10, 0]","[11, 0, 11, 13]","[0, 0, 10, 0]","[10, 0, 0, 12]"
160031,0,131,114,116,134,3,"[0, 12, 12, 15]","[12, 11, 12, 0]","[0, 12, 12, 0]","[13, 0, 0, 0]","[11, 0, 11, 12]","[0, 10, 0, 0]","[10, 0, 0, 0]","[10, 10, 0, 11]","[10, 10, 11, 11]","[10, 11, 10, 0]","[10, 10, 0, 11]","[10, 0, 0, 10]","[10, 10, 0, 12]","[0, 11, 11, 0]","[0, 11, 12, 11]","[0, 0, 12, 0]","[0, 0, 0, 0]","[13, 13, 0, 12]","[15, 0, 11, 11]"
160032,2,138,144,124,121,0,"[13, 11, 0, 0]","[11, 0, 14, 14]","[10, 11, 14, 0]","[0, 0, 11, 12]","[10, 11, 0, 10]","[0, 12, 0, 10]","[11, 11, 10, 0]","[10, 11, 10, 0]","[10, 10, 11, 0]","[0, 10, 11, 10]","[0, 10, 0, 10]","[0, 10, 10, 11]","[10, 0, 10, 0]","[0, 0, 10, 10]","[0, 10, 11, 12]","[12, 0, 11, 10]","[0, 10, 0, 0]","[12, 0, 11, 15]","[12, 11, 0, 0]"
160033,0,102,137,118,160,1,"[16, 0, 12, 0]","[0, 0, 13, 0]","[10, 12, 0, 0]","[12, 10, 12, 0]","[0, 11, 13, 11]","[0, 0, 11, 0]","[12, 11, 0, 10]","[10, 0, 10, 10]","[0, 10, 11, 11]","[10, 0, 11, 10]","[10, 0, 10, 0]","[10, 11, 0, 11]","[11, 0, 10, 11]","[10, 0, 0, 10]","[11, 0, 11, 12]","[15, 11, 0, 10]","[0, 12, 0, 0]","[11, 0, 13, 12]","[12, 14, 0, 0]"
160034,1,127,85,121,125,2,"[13, 14, 0, 11]","[11, 11, 13, 0]","[11, 0, 11, 10]","[11, 0, 0, 12]","[0, 0, 0, 10]","[0, 0, 10, 0]","[0, 10, 10, 0]","[0, 10, 0, 0]","[10, 11, 10, 11]","[10, 11, 0, 10]","[10, 10, 0, 12]","[0, 10, 0, 0]","[0, 0, 0, 10]","[12, 0, 10, 13]","[12, 0, 11, 10]","[0, 0, 0, 0]","[0, 12, 0, 12]","[13, 14, 10, 0]","[12, 14, 0, 0]"
160035,1,146,111,133,89,3,"[0, 14, 11, 12]","[0, 13, 0, 0]","[0, 12, 0, 0]","[0, 11, 0, 0]","[0, 13, 12, 10]","[0, 11, 13, 11]","[10, 10, 11, 0]","[12, 0, 10, 10]","[0, 10, 0, 10]","[0, 10, 10, 10]","[10, 10, 0, 11]","[0, 10, 0, 0]","[0, 0, 0, 10]","[10, 0, 0, 10]","[0, 0, 12, 0]","[12, 0, 10, 13]","[13, 10, 0, 13]","[11, 0, 10, 13]","[11, 12, 12, 0]"
1950,1,179,130,132,140,2,"[0, 12, 0, 11]","[0, 15, 11, 0]","[10, 14, 0, 13]","[13, 13, 10, 0]","[11, 0, 11, 12]","[0, 12, 0, 0]","[12, 11, 0, 10]","[0, 0, 11, 10]","[0, 12, 10, 10]","[11, 10, 10, 0]","[10, 11, 0, 10]","[11, 10, 0, 11]","[0, 10, 10, 13]","[0, 10, 0, 11]","[13, 0, 11, 10]","[11, 11, 13, 0]","[12, 0, 10, 0]","[13, 12, 13, 11]","[13, 16, 10, 0]"
1951,3,121,102,167,98,3,"[11, 12, 0, 14]","[13, 0, 0, 14]","[0, 12, 0, 0]","[0, 0, 0, 10]","[0, 0, 0, 11]","[0, 11, 0, 12]","[11, 0, 10, 12]","[11, 0, 10, 12]","[0, 10, 10, 11]","[10, 10, 11, 0]","[0, 10, 11, 10]","[10, 10, 0, 10]","[10, 12, 11, 0]","[0, 11, 11, 11]","[0, 0, 0, 0]","[0, 12, 0, 11]","[11, 11, 15, 0]","[0, 0, 13, 15]","[11, 0, 0, 14]"
1952,1,173,159,88,137,0,"[13, 0, 14, 0]","[0, 14, 14, 10]","[11, 15, 0, 0]","[0, 15, 10, 10]","[11, 11, 0, 0]","[0, 0, 11, 0]","[11, 12, 11, 10]","[12, 10, 10, 0]","[0, 10, 10, 10]","[10, 10, 10, 0]","[0, 12, 10, 10]","[0, 10, 0, 0]","[11, 10, 11, 0]","[12, 10, 11, 0]","[10, 0, 0, 0]","[12, 10, 0, 12]","[14, 11, 11, 0]","[0, 13, 12, 14]","[10, 0, 14, 12]"
1953,0,121,136,66,157,1,"[13, 0, 0, 12]","[16, 11, 11, 0]","[10, 0, 13, 0]","[0, 11, 0, 0]","[10, 12, 11, 0]","[10, 12, 13, 0]","[0, 0, 0, 10]","[10, 0, 13, 0]","[0, 10, 10, 10]","[10, 0, 10, 10]","[10, 10, 10, 0]","[10, 0, 0, 0]","[11, 10, 10, 0]","[10, 12, 0, 13]","[0, 11, 0, 11]","[13, 0, 10, 0]","[0, 12, 13, 0]","[13, 0, 12, 0]","[11, 10, 0, 0]"
1954,2,143,159,96,139,2,"[12, 0, 15, 11]","[12, 12, 0, 0]","[12, 0, 0, 10]","[0, 11, 0, 11]","[12, 0, 11, 11]","[0, 0, 11, 0]","[0, 10, 10, 0]","[0, 11, 11, 10]","[10, 10, 0, 10]","[10, 10, 10, 0]","[10, 10, 11, 0]","[12, 11, 10, 0]","[0, 13, 10, 11]","[14, 10, 11, 0]","[11, 12, 11, 0]","[0, 12, 14, 11]","[12, 11, 0, 11]","[0, 0, 11, 0]","[12, 0, 13, 0]"
1955,0,101,130,100,144,3,"[12, 0, 0, 11]","[11, 11, 0, 13]","[12, 0, 11, 12]","[11, 0, 10, 0]","[10, 0, 0, 0]","[11, 12, 10, 0]","[10, 0, 0, 12]","[0, 0, 10, 0]","[0, 0, 0, 10]","[10, 11, 10, 0]","[10, 10, 11, 11]","[12, 0, 11, 10]","[0, 10, 10, 0]","[0, 12, 10, 0]","[13, 0, 0, 10]","[0, 11, 11, 0]","[11, 12, 0, 0]","[11, 12, 14, 0]","[0, 0, 12, 11]"
1956,1,162,129,144,132,0,"[13, 0, 0, 0]","[11, 14, 12, 0]","[0, 11, 13, 11]","[0, 11, 11, 13]","[0, 10, 13, 0]","[0, 11, 0, 13]","[11, 0, 0, 10]","[11, 11, 0, 10]","[0, 10, 0, 11]","[10, 0, 10, 10]","[12, 0, 10, 10]","[10, 10, 12, 11]","[0, 11, 12, 10]","[10, 13, 0, 0]","[11, 14, 0, 11]","[0, 12, 10, 11]","[12, 11, 13, 0]","[11, 0, 13, 13]","[10, 13, 0, 0]"
